,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,resource,units
43,0,0.001148246,0.002186094,0.003122441,0.006261484,0.009279439,0.012150851,0.015649253,0.018998859,0.022262294,0.025416214,0.028441293,FCZ7.Commercial.Warehouse.Ventilation,MW
44,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.College.Heating,MW
45,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Food.Heating,MW
46,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Health Care.Heating,MW
47,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Hotel.Heating,MW
48,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Miscellaneous.Heating,MW
49,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Office.Heating,MW
50,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Refrigerated Warehouse.Heating,MW
51,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Restaurant.Heating,MW
52,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Retail.Heating,MW
53,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.School.Heating,MW
54,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Warehouse.Heating,MW
66,0,1.75E-05,3.49E-05,5.23E-05,6.96E-05,8.67E-05,0.000103636,0.000120448,0.000136957,0.000152971,0.000168053,0.000181498,FCZ7.Commercial.College.IndoorLightingEff,MW
67,0,1.94E-05,3.88E-05,5.81E-05,7.72E-05,9.62E-05,0.00011503,0.000133691,0.000152015,0.00016979,0.00018653,0.000201453,FCZ7.Commercial.Food.IndoorLightingEff,MW
68,0,3.43E-05,6.86E-05,0.000102824,0.00013667,0.000170351,0.000203612,0.000236642,0.000269078,0.00030054,0.000330172,0.000356587,FCZ7.Commercial.Health Care.IndoorLightingEff,MW
69,0,7.97E-06,1.59E-05,2.39E-05,3.17E-05,3.96E-05,4.73E-05,5.50E-05,6.25E-05,6.98E-05,7.67E-05,8.28E-05,FCZ7.Commercial.Hotel.IndoorLightingEff,MW
70,0,4.34E-05,8.67E-05,0.000129962,0.000172741,0.000215311,0.00025735,0.000299098,0.000340093,0.00037986,0.000417312,0.000450699,FCZ7.Commercial.Miscellaneous.IndoorLightingEff,MW
71,0,0.00016927,0.000338476,0.000507209,0.000674162,0.000840302,0.001004371,0.001167302,0.001327297,0.001482497,0.001628661,0.001758962,FCZ7.Commercial.Office.IndoorLightingEff,MW
72,0,8.20E-07,1.64E-06,2.46E-06,3.27E-06,4.07E-06,4.87E-06,5.66E-06,6.43E-06,7.18E-06,7.89E-06,8.52E-06,FCZ7.Commercial.Refrigerated Warehouse.IndoorLightingEff,MW
73,0,1.70E-05,3.39E-05,5.08E-05,6.76E-05,8.42E-05,0.000100651,0.000116978,0.000133012,0.000148565,0.000163212,0.00017627,FCZ7.Commercial.Restaurant.IndoorLightingEff,MW
74,0,5.55E-05,0.000110951,0.000166261,0.000220988,0.000275448,0.000329229,0.000382637,0.000435083,0.000485957,0.000533869,0.000576581,FCZ7.Commercial.Retail.IndoorLightingEff,MW
75,0,3.20E-05,6.39E-05,9.58E-05,0.000127288,0.000158657,0.000189634,0.000220397,0.000250606,0.000279909,0.000307506,0.000332108,FCZ7.Commercial.School.IndoorLightingEff,MW
76,0,3.79E-05,7.58E-05,0.000113576,0.00015096,0.000188163,0.000224902,0.000261386,0.000297213,0.000331965,0.000364695,0.000393872,FCZ7.Commercial.Warehouse.IndoorLightingEff,MW
77,0,8.21E-06,1.64E-05,2.46E-05,3.95E-05,5.45E-05,6.95E-05,8.45E-05,9.92E-05,0.000113798,0.000127918,0.00014129,FCZ7.Commercial.College.OutdoorLighting,MW
78,0,3.20E-05,6.40E-05,9.59E-05,0.000154067,0.000212585,0.000271116,0.000329315,0.000386908,0.000443663,0.000498711,0.000550845,FCZ7.Commercial.Food.OutdoorLighting,MW
79,0,9.26E-06,1.85E-05,2.77E-05,4.46E-05,6.15E-05,7.84E-05,9.52E-05,0.000111891,0.000128304,0.000144224,0.000159301,FCZ7.Commercial.Health Care.OutdoorLighting,MW
80,0,1.46E-05,2.91E-05,4.36E-05,7.01E-05,9.67E-05,0.00012335,0.000149829,0.000176033,0.000201855,0.0002269,0.000250619,FCZ7.Commercial.Hotel.OutdoorLighting,MW
81,0,8.53E-05,0.000170596,0.000255639,0.000410654,0.00056663,0.000722638,0.000877764,0.001031275,0.00118255,0.001329277,0.001468235,FCZ7.Commercial.Miscellaneous.OutdoorLighting,MW
82,0,0.000229126,0.000458166,0.000686565,0.001102886,0.001521789,0.001940777,0.002357395,0.002769676,0.003175952,0.003570016,0.003943213,FCZ7.Commercial.Office.OutdoorLighting,MW
83,0,4.33E-07,8.67E-07,1.30E-06,2.09E-06,2.88E-06,3.67E-06,4.46E-06,5.24E-06,6.01E-06,6.75E-06,7.46E-06,FCZ7.Commercial.Refrigerated Warehouse.OutdoorLighting,MW
84,0,6.06E-05,0.000121265,0.000181717,0.000291907,0.00040278,0.000513676,0.000623945,0.000733065,0.000840597,0.000944896,0.001043672,FCZ7.Commercial.Restaurant.OutdoorLighting,MW
85,0,8.53E-05,0.000170646,0.000255715,0.000410776,0.000566799,0.000722853,0.000878025,0.001031582,0.001182901,0.001329673,0.001468672,FCZ7.Commercial.Retail.OutdoorLighting,MW
86,0,4.40E-05,8.80E-05,0.000131903,0.000211887,0.000292366,0.000372863,0.000452903,0.000532111,0.000610165,0.000685872,0.000757571,FCZ7.Commercial.School.OutdoorLighting,MW
87,0,1.60E-05,3.19E-05,4.79E-05,7.69E-05,0.000106097,0.000135308,0.000164354,0.000193098,0.000221423,0.000248896,0.000274915,FCZ7.Commercial.Warehouse.OutdoorLighting,MW
99,0,0.000168354,0.000319982,0.000456729,0.000579864,0.000690344,0.000788433,0.000873371,0.000942397,0.000990545,0.00101117,0.001000553,FCZ7.Commercial.College.Miscellaneous,MW
100,0,4.07E-05,7.74E-05,0.000110548,0.000140352,0.000167093,0.000190835,0.000211393,0.000228101,0.000239754,0.000244747,0.000242177,FCZ7.Commercial.Food.Miscellaneous,MW
101,0,0.000597167,0.001135004,0.00162006,0.002056831,0.002448713,0.002796644,0.003097925,0.003342766,0.003513551,0.003586712,0.003549051,FCZ7.Commercial.Health Care.Miscellaneous,MW
102,0,6.26E-05,0.000118982,0.000169831,0.000215617,0.000256698,0.000293172,0.000324755,0.000350422,0.000368325,0.000375994,0.000372046,FCZ7.Commercial.Hotel.Miscellaneous,MW
103,0,0.000261705,0.000497409,0.000709983,0.000901395,0.001073136,0.001225614,0.001357649,0.001464949,0.001539795,0.001571857,0.001555352,FCZ7.Commercial.Miscellaneous.Miscellaneous,MW
104,0,0.000816972,0.001552776,0.002216371,0.002813909,0.003350035,0.003826032,0.004238208,0.004573171,0.004806818,0.004906908,0.004855385,FCZ7.Commercial.Office.Miscellaneous,MW
105,0,8.55E-06,1.63E-05,2.32E-05,2.95E-05,3.51E-05,4.00E-05,4.44E-05,4.79E-05,5.03E-05,5.14E-05,5.08E-05,FCZ7.Commercial.Refrigerated Warehouse.Miscellaneous,MW
106,0,0.000245926,0.000467419,0.000667175,0.000847046,0.001008432,0.001151717,0.001275791,0.001376621,0.001446954,0.001477083,0.001461574,FCZ7.Commercial.Restaurant.Miscellaneous,MW
107,0,0.00037235,0.000707707,0.001010153,0.001282492,0.001526842,0.001743786,0.001931644,0.002084309,0.002190798,0.002236416,0.002212933,FCZ7.Commercial.Retail.Miscellaneous,MW
108,0,0.000119607,0.000227332,0.000324484,0.000411966,0.000490456,0.000560144,0.000620488,0.000669527,0.000703734,0.000718388,0.000710844,FCZ7.Commercial.School.Miscellaneous,MW
109,0,0.000210443,0.000399978,0.000570913,0.000724832,0.000862932,0.000985543,0.001091715,0.001177998,0.001238183,0.001263965,0.001250693,FCZ7.Commercial.Warehouse.Miscellaneous,MW
110,0,0.000148671,0.002000096,0.005787149,0.009378279,0.012869857,0.016130791,0.018753141,0.019475828,0.019934815,0.020055728,0.020130174,FCZ7.Commercial.College.OfficeEquipment,MW
111,0,3.04E-05,0.000409065,0.001183604,0.001918073,0.002632181,0.003299116,0.003835447,0.003983253,0.004077126,0.004101856,0.004117082,FCZ7.Commercial.Food.OfficeEquipment,MW
112,0,0.000739223,0.009944871,0.02877484,0.046630648,0.063991459,0.080205461,0.093244302,0.096837642,0.099119818,0.09972102,0.100091181,FCZ7.Commercial.Health Care.OfficeEquipment,MW
113,0,5.62E-06,7.57E-05,0.000218929,0.000354782,0.000486868,0.00061023,0.000709434,0.000736773,0.000754137,0.000758711,0.000761527,FCZ7.Commercial.Hotel.OfficeEquipment,MW
114,0,0.00056628,0.007618245,0.022042899,0.035721298,0.049020507,0.061441204,0.071429577,0.074182247,0.075930503,0.076391052,0.076674613,FCZ7.Commercial.Miscellaneous.OfficeEquipment,MW
115,0,0.002082226,0.028012491,0.081052329,0.131348169,0.180249717,0.225920954,0.262648471,0.272770112,0.279198495,0.280891946,0.281934608,FCZ7.Commercial.Office.OfficeEquipment,MW
116,0,4.04E-07,5.44E-06,1.57E-05,2.55E-05,3.50E-05,4.39E-05,5.10E-05,5.29E-05,5.42E-05,5.45E-05,5.47E-05,FCZ7.Commercial.Refrigerated Warehouse.OfficeEquipment,MW
117,0,5.11E-06,6.87E-05,0.000198792,0.00032215,0.000442088,0.000554103,0.000644183,0.000669007,0.000684774,0.000688927,0.000691485,FCZ7.Commercial.Restaurant.OfficeEquipment,MW
118,0,0.000128617,0.001730303,0.005006521,0.008113245,0.011133844,0.013954911,0.016223532,0.016848736,0.017245811,0.017350414,0.017414818,FCZ7.Commercial.Retail.OfficeEquipment,MW
119,0,6.30E-05,0.000848107,0.002453943,0.003976701,0.005457245,0.006839989,0.007951952,0.008258395,0.008453021,0.008504292,0.00853586,FCZ7.Commercial.School.OfficeEquipment,MW
120,0,3.88E-05,0.000522156,0.001510825,0.002448345,0.003359875,0.004211192,0.004895797,0.005084466,0.005204292,0.005235858,0.005255293,FCZ7.Commercial.Warehouse.OfficeEquipment,MW
121,0,0.006353242,0.009858648,0.013440613,0.017204754,0.021189744,0.025380382,0.029673841,0.0340124,0.038275591,0.042489779,0.046766288,FCZ7.Commercial.College.Refrigeration,MW
122,0,0.125126573,0.194165228,0.264711726,0.338846167,0.417330209,0.499864481,0.584423786,0.669871347,0.753834518,0.836832604,0.921058074,FCZ7.Commercial.Food.Refrigeration,MW
123,0,0.00347857,0.005397873,0.007359095,0.009420063,0.011601952,0.013896439,0.016247222,0.0186227,0.020956911,0.023264292,0.025605795,FCZ7.Commercial.Health Care.Refrigeration,MW
124,0,0.010307483,0.015994643,0.021806013,0.027912945,0.034378182,0.041177063,0.048142758,0.055181625,0.062098213,0.068935301,0.075873496,FCZ7.Commercial.Hotel.Refrigeration,MW
125,0,0.001471364,0.00228319,0.003112746,0.003984494,0.004907388,0.005877909,0.006872242,0.00787702,0.008864344,0.009840319,0.010830726,FCZ7.Commercial.Miscellaneous.Refrigeration,MW
126,0,0.001046749,0.001624293,0.002214451,0.002834624,0.003491184,0.004181626,0.004889009,0.005603822,0.006306218,0.00700054,0.00770513,FCZ7.Commercial.Office.Refrigeration,MW
127,0,0.01879587,0.029166502,0.039763634,0.050899729,0.062689198,0.075087072,0.087789136,0.100624629,0.113237145,0.12570469,0.138356607,FCZ7.Commercial.Refrigerated Warehouse.Refrigeration,MW
128,0,0.054087768,0.083930724,0.114425466,0.146471149,0.180397009,0.216073641,0.252625621,0.289561563,0.325855856,0.361732978,0.398140653,FCZ7.Commercial.Restaurant.Refrigeration,MW
129,0,0.006031324,0.009359111,0.012759578,0.01633299,0.020116061,0.024094361,0.02817027,0.032288995,0.03633617,0.040336826,0.044396644,FCZ7.Commercial.Retail.Refrigeration,MW
130,0,0.001761656,0.002733651,0.003726874,0.004770613,0.005875589,0.007037588,0.008228098,0.009431114,0.010613231,0.01178176,0.01296757,FCZ7.Commercial.School.Refrigeration,MW
131,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Warehouse.Refrigeration,MW
132,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.College.WaterHeating,MW
133,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Food.WaterHeating,MW
134,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Health Care.WaterHeating,MW
135,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Hotel.WaterHeating,MW
136,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Miscellaneous.WaterHeating,MW
137,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Office.WaterHeating,MW
138,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Refrigerated Warehouse.WaterHeating,MW
139,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Restaurant.WaterHeating,MW
140,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Retail.WaterHeating,MW
141,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.School.WaterHeating,MW
142,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Commercial.Warehouse.WaterHeating,MW
2,0,0.05117957,0.130068716,0.251085092,0.435658133,0.714458069,1.065787295,1.493280635,1.959127121,2.391498108,2.741339545,3.149183507,FCZ7.Residential.MULTIFAMILY.CoolingEff,MW
3,0,0.177699817,0.451609638,0.87178878,1.512642066,2.48065914,3.700504072,5.184797284,6.802255879,8.303484693,9.518163899,10.9342328,FCZ7.Residential.SINGLEFAMILY.CoolingEff,MW
6,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Residential.MULTIFAMILY.Heating,MW
7,0,0,0,0,0,0,0,0,0,0,0,0,FCZ7.Residential.SINGLEFAMILY.Heating,MW
8,0,0.495912273,0.731836987,0.865451738,0.990448525,1.138711686,1.320459306,1.528786764,1.725487985,1.874775685,1.981461627,2.132911357,FCZ7.Residential.MULTIFAMILY.ResLightingEff,MW
9,0,0.82146319,1.21226511,1.433593772,1.640647045,1.886240341,2.187299597,2.532387524,2.858216952,3.105507364,3.282229296,3.533101043,FCZ7.Residential.SINGLEFAMILY.ResLightingEff,MW
10,0,0.013974078,0.029335311,0.046221865,0.06209277,0.081152267,0.101918308,0.116999396,0.118548655,0.110547224,0.09635984,0.090004374,FCZ7.Residential.MULTIFAMILY.Miscellaneous,MW
